Review_ID,Group,OverallRank,GroupRank,ToRead
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
0,Unranked,NA,NA,NO
1,Unranked,NA,NA,NO
2,Unranked,NA,NA,NO
3,Unranked,NA,NA,NO
4,Unranked,NA,NA,NO
5,Unranked,NA,NA,NO
6,Dynamic occupancy model_2016:2021,159,42,NO
7,Dynamic occupancy model_2016:2021,12,5,YES
8,Dynamic occupancy model_2016:2021,42,14,YES
9,Dynamic occupancy model_2016:2021,63,20,NO
10,Unranked,NA,NA,NO
11,Dynamic occupancy model_2016:2021,77,23,NO
12,Dynamic occupancy model_2016:2021,9,4,YES
13,Dynamic occupancy model_2016:2021,135,38,NO
14,Dynamic occupancy model_2016:2021,55,18,NO
15,Dynamic occupancy model_2011:2015,161,12,NO
16,Dynamic occupancy model_2011:2015,211,16,NO
17,Dynamic occupancy model_2016:2021,7,3,YES
18,Dynamic occupancy model_2016:2021,15,6,YES
19,Dynamic occupancy model_2016:2021,254,64,NO
20,Dynamic occupancy model_2016:2021,168,46,NO
21,Dynamic occupancy model_2016:2021,235,60,NO
22,Dynamic occupancy model_2016:2021,250,63,NO
23,Dynamic occupancy model_2011:2015,281,21,NO
24,Dynamic occupancy model_2016:2021,49,16,YES
25,Dynamic occupancy model_2016:2021,219,57,NO
26,Dynamic occupancy model_2011:2015,279,20,NO
27,Dynamic occupancy model_2016:2021,166,45,NO
28,Dynamic occupancy model_2016:2021,175,49,NO
29,Dynamic occupancy model_2016:2021,213,56,NO
30,Dynamic occupancy model_2011:2015,203,15,NO
31,Dynamic occupancy model_2016:2021,191,52,NO
32,Dynamic occupancy model_2016:2021,74,22,NO
33,Dynamic occupancy model_2016:2021,5,2,YES
34,Dynamic occupancy model_2016:2021,62,19,NO
35,Dynamic occupancy model_2016:2021,93,29,NO
36,Dynamic occupancy model_2016:2021,162,43,NO
37,Dynamic occupancy model_2016:2021,34,11,YES
38,Dynamic occupancy model_2016:2021,44,15,YES
39,Dynamic occupancy model_2011:2015,70,4,YES
40,Dynamic occupancy model_2016:2021,163,44,NO
41,Dynamic occupancy model_2016:2021,126,35,NO
42,Dynamic occupancy model_2016:2021,123,33,NO
43,Dynamic occupancy model_2016:2021,265,68,NO
44,Dynamic occupancy model_2016:2021,24,9,YES
45,Dynamic occupancy model_2016:2021,146,40,NO
46,Dynamic occupancy model_2016:2021,111,31,NO
47,Dynamic occupancy model_2016:2021,225,58,NO
48,Dynamic occupancy model_2016:2021,256,65,NO
49,Dynamic occupancy model_2016:2021,21,8,YES
50,Dynamic occupancy model_2011:2015,67,2,YES
51,Dynamic occupancy model_2006:2010,30,1,YES
52,Dynamic occupancy model_2011:2015,116,9,NO
53,Dynamic occupancy model_2011:2015,81,5,YES
54,Dynamic occupancy model_2016:2021,86,27,NO
55,Dynamic occupancy model_2016:2021,172,48,NO
56,Dynamic occupancy model_2016:2021,25,10,YES
57,Dynamic occupancy model_2016:2021,19,7,YES
58,Dynamic occupancy model_2016:2021,212,55,NO
59,Dynamic occupancy model_2011:2015,69,3,YES
60,Dynamic occupancy model_2016:2021,248,61,NO
61,Dynamic occupancy model_2016:2021,183,50,NO
62,Dynamic occupancy model_2016:2021,186,51,NO
63,Dynamic occupancy model_2011:2015,57,1,YES
64,Dynamic occupancy model_2011:2015,224,17,NO
65,Dynamic occupancy model_2016:2021,41,13,YES
66,Dynamic occupancy model_2011:2015,87,7,NO
67,Dynamic occupancy model_2016:2021,68,21,NO
68,Dynamic occupancy model_2016:2021,2,1,YES
69,Dynamic occupancy model_2006:2010,82,2,YES
70,Dynamic occupancy model_2016:2021,275,69,NO
71,Dynamic occupancy model_2016:2021,84,26,NO
72,Dynamic occupancy model_2016:2021,249,62,NO
73,Dynamic occupancy model_2011:2015,276,19,NO
74,Dynamic occupancy model_2016:2021,102,30,NO
75,Dynamic occupancy model_2016:2021,54,17,YES
76,Dynamic occupancy model_2016:2021,118,32,NO
77,Dynamic occupancy model_2016:2021,132,36,NO
78,Dynamic occupancy model_2016:2021,171,47,NO
79,Dynamic occupancy model_2016:2021,198,53,NO
80,Dynamic occupancy model_2016:2021,78,24,NO
81,Dynamic occupancy model_2011:2015,192,13,NO
82,Dynamic occupancy model_2016:2021,89,28,NO
83,Dynamic occupancy model_2011:2015,149,11,NO
84,Dynamic occupancy model_2016:2021,201,54,NO
85,Dynamic occupancy model_2016:2021,260,67,NO
86,Dynamic occupancy model_2011:2015,193,14,NO
87,Dynamic occupancy model_2011:2015,122,10,NO
88,Dynamic occupancy model_2011:2015,115,8,NO
89,Dynamic occupancy model_2016:2021,150,41,NO
90,Dynamic occupancy model_2016:2021,83,25,NO
91,Dynamic occupancy model_2016:2021,35,12,YES
92,Dynamic occupancy model_2016:2021,133,37,NO
93,Dynamic occupancy model_2016:2021,230,59,NO
94,Dynamic occupancy model_2011:2015,85,6,NO
95,Dynamic occupancy model_2011:2015,264,18,NO
96,Dynamic occupancy model_2016:2021,124,34,NO
97,Dynamic occupancy model_2016:2021,142,39,NO
98,Dynamic occupancy model_2016:2021,258,66,NO
99,Occupancy dynamics model_2016:2021,101,2,YES
100,Occupancy dynamics model_2011:2015,158,4,YES
101,Occupancy dynamics model_2000:2005,195,7,NO
102,Occupancy dynamics model_2000:2005,179,6,NO
103,Occupancy dynamics model_2011:2015,120,3,YES
104,Occupancy dynamics model_2006:2010,114,1,YES
105,Occupancy dynamics model_2016:2021,139,4,YES
106,Occupancy dynamics model_2011:2015,253,5,YES
107,Occupancy dynamics model_2016:2021,104,3,YES
108,Occupancy dynamics model_2016:2021,266,6,NO
109,Occupancy dynamics model_2016:2021,38,1,YES
110,Occupancy dynamics model_2000:2005,58,2,YES
111,Occupancy dynamics model_2000:2005,167,5,YES
112,Occupancy dynamics model_2000:2005,14,1,YES
113,Occupancy dynamics model_2011:2015,100,2,YES
114,Occupancy dynamics model_2000:2005,205,9,NO
115,Occupancy dynamics model_2000:2005,105,3,YES
116,Occupancy dynamics model_2016:2021,274,7,NO
117,Occupancy dynamics model_2000:2005,240,10,NO
118,Occupancy dynamics model_2000:2005,138,4,YES
119,Occupancy dynamics model_2000:2005,197,8,NO
120,Occupancy dynamics model_2011:2015,56,1,YES
121,Occupancy dynamics model_2016:2021,257,5,YES
122,Multi-season occupancy model_2016:2021,1,1,YES
123,Multi-season occupancy model_2016:2021,263,56,NO
124,Multi-season occupancy model_2011:2015,11,1,YES
125,Multi-season occupancy model_2011:2015,130,8,NO
126,Multi-season occupancy model_2011:2015,215,15,NO
127,Multi-season occupancy model_2006:2010,226,4,YES
128,Multi-season occupancy model_2016:2021,188,38,NO
129,Multi-season occupancy model_2016:2021,156,33,NO
130,Multi-season occupancy model_2016:2021,4,2,YES
131,Multi-season occupancy model_2011:2015,209,14,NO
132,Multi-season occupancy model_2016:2021,154,32,NO
133,Multi-season occupancy model_2016:2021,202,42,NO
134,Multi-season occupancy model_2016:2021,90,13,YES
135,Multi-season occupancy model_2016:2021,129,25,NO
136,Multi-season occupancy model_2016:2021,79,12,YES
137,Multi-season occupancy model_2016:2021,244,51,NO
138,Multi-season occupancy model_2016:2021,196,41,NO
139,Multi-season occupancy model_2016:2021,223,47,NO
140,Multi-season occupancy model_2011:2015,277,22,NO
141,Multi-season occupancy model_2016:2021,127,24,NO
142,Multi-season occupancy model_2016:2021,182,37,NO
143,Multi-season occupancy model_2011:2015,148,9,NO
144,Multi-season occupancy model_2016:2021,255,54,NO
145,Multi-season occupancy model_2011:2015,229,17,NO
146,Multi-season occupancy model_2011:2015,222,16,NO
147,Multi-season occupancy model_2011:2015,157,10,NO
148,Multi-season occupancy model_2011:2015,29,2,YES
149,Multi-season occupancy model_2016:2021,242,50,NO
150,Multi-season occupancy model_2011:2015,46,3,YES
151,Multi-season occupancy model_2016:2021,245,52,NO
152,Multi-season occupancy model_2011:2015,234,19,NO
153,Multi-season occupancy model_2016:2021,6,3,YES
154,Multi-season occupancy model_2016:2021,282,60,NO
155,Multi-season occupancy model_2016:2021,39,8,YES
156,Multi-season occupancy model_2016:2021,144,29,NO
157,Multi-season occupancy model_2016:2021,131,26,NO
158,Multi-season occupancy model_2011:2015,160,11,NO
159,Multi-season occupancy model_2016:2021,92,14,YES
160,Multi-season occupancy model_2016:2021,18,5,YES
161,Multi-season occupancy model_2016:2021,262,55,NO
162,Multi-season occupancy model_2006:2010,96,1,YES
163,Multi-season occupancy model_2011:2015,233,18,NO
164,Multi-season occupancy model_2011:2015,80,6,NO
165,Multi-season occupancy model_2011:2015,271,21,NO
166,Multi-season occupancy model_2016:2021,269,58,NO
167,Multi-season occupancy model_2016:2021,227,48,NO
168,Multi-season occupancy model_2016:2021,109,19,NO
169,Multi-season occupancy model_2016:2021,252,53,NO
170,Multi-season occupancy model_2016:2021,273,59,NO
171,Multi-season occupancy model_2016:2021,50,10,YES
172,Multi-season occupancy model_2016:2021,31,7,YES
173,Multi-season occupancy model_2016:2021,98,16,NO
174,Multi-season occupancy model_2016:2021,147,30,NO
175,Multi-season occupancy model_2016:2021,220,46,NO
176,Multi-season occupancy model_2016:2021,119,22,NO
177,Multi-season occupancy model_2011:2015,164,12,NO
178,Multi-season occupancy model_2016:2021,152,31,NO
179,Multi-season occupancy model_2016:2021,189,39,NO
180,Multi-season occupancy model_2016:2021,173,34,NO
181,Multi-season occupancy model_2016:2021,106,17,NO
182,Multi-season occupancy model_2016:2021,95,15,YES
183,Multi-season occupancy model_2016:2021,107,18,NO
184,Multi-season occupancy model_2011:2015,103,7,NO
185,Multi-season occupancy model_2016:2021,217,45,NO
186,Multi-season occupancy model_2006:2010,143,2,YES
187,Multi-season occupancy model_2016:2021,125,23,NO
188,Multi-season occupancy model_2016:2021,110,20,NO
189,Multi-season occupancy model_2016:2021,13,4,YES
190,Multi-season occupancy model_2011:2015,187,13,NO
191,Multi-season occupancy model_2016:2021,181,36,NO
192,Multi-season occupancy model_2006:2010,169,3,YES
193,Multi-season occupancy model_2016:2021,194,40,NO
194,Multi-season occupancy model_2016:2021,267,57,NO
195,Multi-season occupancy model_2011:2015,53,4,YES
196,Multi-season occupancy model_2016:2021,141,28,NO
197,Multi-season occupancy model_2016:2021,174,35,NO
198,Multi-season occupancy model_2016:2021,210,44,NO
199,Multi-season occupancy model_2016:2021,26,6,YES
200,Multi-season occupancy model_2011:2015,238,20,NO
201,Multi-season occupancy model_2016:2021,231,49,NO
202,Multi-season occupancy model_2016:2021,140,27,NO
203,Multi-season occupancy model_2011:2015,60,5,YES
204,Multi-season occupancy model_2016:2021,117,21,NO
205,Multi-season occupancy model_2016:2021,208,43,NO
206,Multi-season occupancy model_2016:2021,61,11,YES
207,Multi-season occupancy model_2016:2021,43,9,YES
208,Stochastic patch occupancy model_2000:2005,247,15,NO
209,Stochastic patch occupancy model_2011:2015,239,19,NO
210,Stochastic patch occupancy model_2011:2015,236,17,NO
211,Stochastic patch occupancy model_2006:2010,180,14,NO
212,Stochastic patch occupancy model_2011:2015,259,20,NO
213,Stochastic patch occupancy model_2000:2005,20,3,YES
214,Stochastic patch occupancy model_2011:2015,76,5,YES
215,Stochastic patch occupancy model_2000:2005,28,4,YES
216,Stochastic patch occupancy model_2006:2010,27,5,YES
217,Stochastic patch occupancy model_2011:2015,177,10,NO
218,Stochastic patch occupancy model_2016:2021,270,22,NO
219,Stochastic patch occupancy model_2000:2005,121,11,NO
220,Stochastic patch occupancy model_2016:2021,261,21,NO
221,Unranked,NA,NA,NO
222,Stochastic patch occupancy model_2011:2015,207,14,NO
223,Stochastic patch occupancy model_2006:2010,75,10,NO
224,Stochastic patch occupancy model_2011:2015,48,2,YES
225,Stochastic patch occupancy model_2011:2015,134,7,NO
226,Stochastic patch occupancy model_2006:2010,108,12,NO
227,Stochastic patch occupancy model_2011:2015,176,9,NO
228,Stochastic patch occupancy model_2000:2005,280,18,NO
229,Stochastic patch occupancy model_2016:2021,200,17,NO
230,Stochastic patch occupancy model_2000:2005,251,16,NO
231,Stochastic patch occupancy model_2016:2021,97,8,NO
232,Stochastic patch occupancy model_2000:2005,91,10,NO
233,Stochastic patch occupancy model_2016:2021,185,16,NO
234,Stochastic patch occupancy model_2011:2015,52,3,YES
235,Stochastic patch occupancy model_2006:2010,241,19,NO
236,Stochastic patch occupancy model_2011:2015,206,13,NO
237,Stochastic patch occupancy model_2000:2005,65,7,NO
238,Stochastic patch occupancy model_2016:2021,94,7,NO
239,Unranked,NA,NA,NO
240,Stochastic patch occupancy model_2016:2021,136,11,NO
241,Stochastic patch occupancy model_2011:2015,184,11,NO
242,Stochastic patch occupancy model_2000:2005,178,13,NO
243,Stochastic patch occupancy model_2006:2010,284,22,NO
244,Stochastic patch occupancy model_2016:2021,218,19,NO
245,Stochastic patch occupancy model_2016:2021,72,6,NO
246,Stochastic patch occupancy model_2016:2021,155,14,NO
247,Stochastic patch occupancy model_2006:2010,216,17,NO
248,Stochastic patch occupancy model_2016:2021,37,2,YES
249,Stochastic patch occupancy model_2016:2021,137,12,NO
250,Stochastic patch occupancy model_2016:2021,59,4,YES
251,Stochastic patch occupancy model_2000:2005,10,1,YES
252,Stochastic patch occupancy model_2006:2010,32,6,NO
253,Stochastic patch occupancy model_2006:2010,8,2,YES
254,Stochastic patch occupancy model_2011:2015,237,18,NO
255,Stochastic patch occupancy model_2000:2005,243,14,NO
256,Stochastic patch occupancy model_2011:2015,268,21,NO
257,Stochastic patch occupancy model_2011:2015,73,4,YES
258,Stochastic patch occupancy model_2016:2021,246,20,NO
259,Stochastic patch occupancy model_2016:2021,151,13,NO
260,Stochastic patch occupancy model_2006:2010,232,18,NO
261,Stochastic patch occupancy model_2011:2015,153,8,NO
262,Stochastic patch occupancy model_2016:2021,45,3,YES
263,Stochastic patch occupancy model_2006:2010,40,8,NO
264,Stochastic patch occupancy model_2011:2015,112,6,NO
265,Stochastic patch occupancy model_2006:2010,36,7,NO
266,Stochastic patch occupancy model_2000:2005,64,6,NO
267,Stochastic patch occupancy model_2000:2005,66,8,NO
268,Stochastic patch occupancy model_2000:2005,278,17,NO
269,Stochastic patch occupancy model_2016:2021,204,18,NO
270,Stochastic patch occupancy model_2000:2005,88,9,NO
271,Stochastic patch occupancy model_2006:2010,23,4,YES
272,Stochastic patch occupancy model_2011:2015,22,1,YES
273,Stochastic patch occupancy model_2006:2010,190,15,NO
274,Stochastic patch occupancy model_2006:2010,99,11,NO
275,Stochastic patch occupancy model_2016:2021,113,9,NO
276,Stochastic patch occupancy model_2006:2010,214,16,NO
277,Stochastic patch occupancy model_2000:2005,47,5,YES
278,Stochastic patch occupancy model_2016:2021,170,15,NO
279,Stochastic patch occupancy model_2006:2010,165,13,NO
280,Stochastic patch occupancy model_2006:2010,16,3,YES
281,Stochastic patch occupancy model_2006:2010,272,20,NO
282,Stochastic patch occupancy model_2006:2010,283,21,NO
283,Stochastic patch occupancy model_2006:2010,51,9,NO
284,Stochastic patch occupancy model_2000:2005,145,12,NO
285,Stochastic patch occupancy model_2016:2021,33,1,YES
286,Stochastic patch occupancy model_2000:2005,17,2,YES
287,Stochastic patch occupancy model_2011:2015,228,16,NO
288,Stochastic patch occupancy model_2016:2021,128,10,NO
289,Stochastic patch occupancy model_2011:2015,221,15,NO
290,Stochastic patch occupancy model_2011:2015,199,12,NO
291,Stochastic patch occupancy model_2016:2021,71,5,YES
292,Stochastic patch occupancy model_2006:2010,3,1,YES
